Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,-log10_p
GO_Biological_Process_2021,positive regulation of cell growth (GO:0030307),1/102,0.4010498423953424,0.4356295851323354,0,0,1.98009800980098,1.8091552855878603,CDC42,2,0.3968016499930127
GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),1/102,0.4010498423953424,0.4356295851323354,0,0,1.98009800980098,1.8091552855878603,IL6,2,0.3968016499930127
GO_Biological_Process_2021,positive regulation of vasculature development (GO:1904018),1/102,0.4010498423953424,0.4356295851323354,0,0,1.98009800980098,1.8091552855878603,GATA2,2,0.3968016499930127
GO_Biological_Process_2021,cellular response to organonitrogen compound (GO:0071417),1/103,0.4040599390731852,0.4380780817453897,0,0,1.9605862547039017,1.776667673398047,ACTB,2,0.39355420598375634
GO_Biological_Process_2021,chromatin remodeling (GO:0006338),1/103,0.4040599390731852,0.4380780817453897,0,0,1.9605862547039017,1.776667673398047,ACTB,2,0.39355420598375634
GO_Biological_Process_2021,regulation of insulin secretion (GO:0050796),1/104,0.4070550586365517,0.4409129093081901,0,0,1.9414533686378344,1.7449915352070269,IL6,2,0.3903468437359444
GO_Biological_Process_2021,regulation of JNK cascade (GO:0046328),1/105,0.4100352748474052,0.4437263151710016,0,0,1.9226884226884229,1.7140999679223647,NCF1,2,0.3871787798349167
GO_Biological_Process_2021,negative regulation of nucleic acid-templated transcription (GO:1903507),3/464,0.4104440271352624,0.4437543166509041,0,0,1.3041348927700875,1.1613526129506422,IL4;CEBPA;SPI1,2,0.3867460598934413
GO_Biological_Process_2021,protein processing (GO:0016485),1/106,0.4130006611337857,0.4452723407014489,0,0,1.9042809042809044,1.6839671916127796,SRGN,2,0.38404925312198857
GO_Biological_Process_2021,regulation of cell cycle process (GO:0010564),1/106,0.4130006611337857,0.4452723407014489,0,0,1.9042809042809044,1.6839671916127796,CDC42,2,0.38404925312198857
GO_Biological_Process_2021,cellular response to peptide hormone stimulus (GO:0071375),1/106,0.4130006611337857,0.4452723407014489,0,0,1.9042809042809044,1.6839671916127796,CYP11A1,2,0.38404925312198857
GO_Biological_Process_2021,lipid transport (GO:0006869),1/109,0.4218085691393649,0.4543458472421226,0,0,1.851103628881407,1.5978794932003777,SCP2,2,0.3748846017133207
GO_Biological_Process_2021,response to endoplasmic reticulum stress (GO:0034976),1/110,0.4247153626139249,0.4570520940292841,0,0,1.834028356964137,1.570544634474372,ALOX15,2,0.3719020296196637
GO_Biological_Process_2021,regulation of protein serine/threonine kinase activity (GO:0071900),1/111,0.4276076879640406,0.4597377647034537,0,0,1.8172635445362717,1.5438546462627225,ACTB,2,0.36895449520707346
GO_Biological_Process_2021,regulation of macroautophagy (GO:0016241),1/112,0.4304856163806702,0.4624029929427217,0,0,1.8008008008008007,1.517789408820894,IL4,2,0.3660413548511234
GO_Biological_Process_2021,activation of protein kinase activity (GO:0032147),1/114,0.4361985658337181,0.4663783559052392,0,0,1.768749441315813,1.4674566165007243,IL4,2,0.36031576666086346
GO_Biological_Process_2021,negative regulation of cell motility (GO:2000146),1/114,0.4361985658337181,0.4663783559052392,0,0,1.768749441315813,1.4674566165007243,IFITM1,2,0.36031576666086346
GO_Biological_Process_2021,cellular response to transforming growth factor beta stimulus (GO:0071560),1/114,0.4361985658337181,0.4663783559052392,0,0,1.768749441315813,1.4674566165007243,ZYX,2,0.36031576666086346
GO_Biological_Process_2021,positive regulation of cellular component organization (GO:0051130),1/114,0.4361985658337181,0.4663783559052392,0,0,1.768749441315813,1.4674566165007243,LGALS3,2,0.36031576666086346
GO_Biological_Process_2021,response to lipid (GO:0033993),1/114,0.4361985658337181,0.4663783559052392,0,0,1.768749441315813,1.4674566165007243,ANXA1,2,0.36031576666086346
GO_Biological_Process_2021,cellular response to molecule of bacterial origin (GO:0071219),1/115,0.4390337277589992,0.4689770419103042,0,0,1.7531454899875951,1.443152621866488,IL6,2,0.35750211479896093
GO_Biological_Process_2021,positive regulation of angiogenesis (GO:0045766),1/116,0.441854774426629,0.4706890473901315,0,0,1.737812911725955,1.419400430166389,GATA2,2,0.35472044791066326
GO_Biological_Process_2021,sphingolipid metabolic process (GO:0006665),1/116,0.441854774426629,0.4706890473901315,0,0,1.737812911725955,1.419400430166389,HACD4,2,0.35472044791066326
GO_Biological_Process_2021,tumor necrosis factor-mediated signaling pathway (GO:0033209),1/116,0.441854774426629,0.4706890473901315,0,0,1.737812911725955,1.419400430166389,TMSB4X,2,0.35472044791066326
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),2/300,0.4438478985925071,0.4723780665461117,0,0,1.3424188467333242,1.0904110483403653,ITGB7;LCP1,2,0.3527658319554528
GO_Biological_Process_2021,negative regulation of response to external stimulus (GO:0032102),1/118,0.4474548000683968,0.4753438251872336,0,0,1.7079340412673747,1.3734859734012153,IL4,2,0.34925082866609575
GO_Biological_Process_2021,regulation of protein binding (GO:0043393),1/118,0.4474548000683968,0.4753438251872336,0,0,1.7079340412673747,1.3734859734012153,ACTB,2,0.34925082866609575
GO_Biological_Process_2021,MAPK cascade (GO:0000165),2/303,0.4489107065774815,0.4764537627502757,0,0,1.3288358532781883,1.064306204573569,CCL3;CSF2RB,2,0.3478400364961627
GO_Biological_Process_2021,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),1/119,0.450233917137087,0.4774209606238645,0,0,1.6933744221879816,1.3512924945163796,CTSD,2,0.3465617917196795
GO_Biological_Process_2021,regulation of anatomical structure morphogenesis (GO:0022603),1/123,0.4612126761903752,0.4886156231303883,0,0,1.6375227686703095,1.2672723299658175,IL6,2,0.33609876485548895
GO_Biological_Process_2021,regulation of phosphorylation (GO:0042325),1/125,0.4666203770761902,0.4934425337876866,0,0,1.6109481915933528,1.2279279396515803,IL4,2,0.33103629970747406
GO_Biological_Process_2021,regulation of protein secretion (GO:0050708),1/125,0.4666203770761902,0.4934425337876866,0,0,1.6109481915933528,1.2279279396515803,IL6,2,0.33103629970747406
GO_Biological_Process_2021,cellular macromolecule biosynthetic process (GO:0034645),2/314,0.4672535532778692,0.4936616848213768,0,0,1.2812663526949242,0.9748940783846788,RPL38;RPS23,2,0.3304473872993633
GO_Biological_Process_2021,synapse organization (GO:0050808),1/126,0.4693040423241341,0.4953764891199194,0,0,1.597979797979798,1.2088788165174762,CDC42,2,0.3285457050001523
GO_Biological_Process_2021,positive regulation of nucleic acid-templated transcription (GO:1903508),3/511,0.4723756904587843,0.4981650821125851,0,0,1.1806153096842276,0.8854386440137488,IL4;IL6;NCF1,2,0.32571246027795453
GO_Biological_Process_2021,cellular response to insulin stimulus (GO:0032869),1/129,0.4772750912018035,0.5028743915480821,0,0,1.560290404040404,1.1540879003160078,AP3S1,2,0.3212312306995214
GO_Biological_Process_2021,Golgi organization (GO:0007030),1/130,0.4799056771939823,0.5051868118690513,0,0,1.5481168271865946,1.1365742744783855,CDC42,2,0.31884411241507704
GO_Biological_Process_2021,regulation of cell motility (GO:2000145),1/133,0.487719053875974,0.5124808553420253,0,0,1.512702785430058,1.0861444222602046,TMSB4X,2,0.31183027735583707
GO_Biological_Process_2021,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),1/133,0.487719053875974,0.5124808553420253,0,0,1.512702785430058,1.0861444222602046,ZYX,2,0.31183027735583707
GO_Biological_Process_2021,protein localization to plasma membrane (GO:0072659),1/136,0.4954162061866802,0.5191567657959877,0,0,1.4788627010849231,1.0386896427963577,S100A10,2,0.3050297907612275
GO_Biological_Process_2021,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),1/136,0.4954162061866802,0.5191567657959877,0,0,1.4788627010849231,1.0386896427963577,IL6,2,0.3050297907612275
GO_Biological_Process_2021,ribonucleoprotein complex assembly (GO:0022618),1/136,0.4954162061866802,0.5191567657959877,0,0,1.4788627010849231,1.0386896427963577,RPL38,2,0.3050297907612275
GO_Biological_Process_2021,regulation of inflammatory response to antigenic stimulus (GO:0002861),1/137,0.4979563925252978,0.521347298045908,0,0,1.467914438502674,1.0234927306951356,IL6,2,0.3028086879930085
GO_Biological_Process_2021,protein dephosphorylation (GO:0006470),1/139,0.502998845735877,0.5261513196822035,0,0,1.4464939247547943,0.993983474661611,PTPN18,2,0.2984330115466858
GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167),1/140,0.5055012372413341,0.5278161567231587,0,0,1.4360148245040332,0.9796561960455776,CD7,2,0.2962777771126901
GO_Biological_Process_2021,protein localization to cell periphery (GO:1990778),1/140,0.5055012372413341,0.5278161567231587,0,0,1.4360148245040332,0.9796561960455776,S100A10,2,0.2962777771126901
GO_Biological_Process_2021,chromatin organization (GO:0006325),1/142,0.5104686592356167,0.5320442230702156,0,0,1.4155025431621175,0.9518207634132154,SPI1,2,0.29203091672860154
GO_Biological_Process_2021,protein localization to organelle (GO:0033365),1/142,0.5104686592356167,0.5320442230702156,0,0,1.4155025431621175,0.9518207634132154,CSRP3,2,0.29203091672860154
GO_Biological_Process_2021,monocarboxylic acid metabolic process (GO:0032787),1/143,0.5129338125908852,0.5341332334167439,0,0,1.4054630815194196,0.9382990468495096,SCP2,2,0.2899386713034712
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),3/547,0.5178201882837983,0.5387375208446339,0,0,1.1004396604002429,0.7242292987140719,IL4;CEBPA;SPI1,2,0.2858210217085283
GO_Biological_Process_2021,positive regulation of intracellular protein transport (GO:0090316),1/148,0.5250764322021929,0.5457969371500822,0,0,1.357314643028929,0.874397623216168,RAC2,2,0.27977747437003586
GO_Biological_Process_2021,gene expression (GO:0010467),2/356,0.533866971909153,0.5544371150920325,0,0,1.1268303931742187,0.7072084312223266,RPL38;RPS23,2,0.27256694627318734
GO_Biological_Process_2021,dephosphorylation (GO:0016311),1/153,0.5369192861105836,0.5571078358121453,0,0,1.312333864965444,0.8161502743919713,PTPN18,2,0.2700909959231992
GO_Biological_Process_2021,positive regulation of NF-kappaB transcription factor activity (GO:0051092),1/155,0.5415741406288901,0.5614350885410407,0,0,1.295159386068477,0.7942892672270463,IL6,2,0.2663420807525579
GO_Biological_Process_2021,regulation of cell differentiation (GO:0045595),1/156,0.5438841666005395,0.5633259598659743,0,0,1.2867383512544803,0.7836480831514409,LGALS3,2,0.2644935840568748
GO_Biological_Process_2021,cellular response to growth factor stimulus (GO:0071363),1/158,0.5484697017864213,0.5670618950673169,0,0,1.270218104613009,0.7629225123606185,ANXA1,2,0.2608473584455227
GO_Biological_Process_2021,organonitrogen compound biosynthetic process (GO:1901566),1/158,0.5484697017864213,0.5670618950673169,0,0,1.270218104613009,0.7629225123606185,HACD4,2,0.2608473584455227
GO_Biological_Process_2021,response to lipopolysaccharide (GO:0032496),1/159,0.5507453245925318,0.5689071579347097,0,0,1.2621148190768443,0.7528297591179895,IL6,2,0.2590491809902366
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934),2/371,0.5562638110342749,0.5740959545758901,0,0,1.0801946794978154,0.6335478083247318,IL6;OSM,2,0.2547191931228972
GO_Biological_Process_2021,rRNA metabolic process (GO:0016072),1/162,0.557504289374834,0.5748642983856163,0,0,1.238408934061108,0.7235838652550021,RPL38,2,0.25375178685441174
GO_Biological_Process_2021,heart development (GO:0007507),1/164,0.5619542370450903,0.5789377428757863,0,0,1.223089793641941,0.7049092863917995,CSRP3,2,0.25029904992563395
GO_Biological_Process_2021,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),1/165,0.5641625680272377,0.5806966397367395,0,0,1.215570337521557,0.6958080543325024,RGS1,2,0.24859573249917744
GO_Biological_Process_2021,rRNA processing (GO:0006364),1/173,0.5814369585683391,0.5979462599651332,0,0,1.1585623678646937,0.6282336006501239,RPL38,2,0.2354973661119505
GO_Biological_Process_2021,mitochondrion organization (GO:0007005),1/175,0.5856485564286572,0.6017435078907923,0,0,1.145129455474283,0.6126847989798073,TSPO,2,0.23236292287384014
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),5/1025,0.5867027758970721,0.6022927522273752,0,0,0.9742002063983488,0.5194795289092893,PTPN18;IL6;ANXA1;GMFG;HCST,2,0.2315818569789491
GO_Biological_Process_2021,glycerophospholipid biosynthetic process (GO:0046474),1/177,0.5898181964560634,0.60495512362175,0,0,1.132001836547291,0.5976301036702582,ALOX15,2,0.22928183317697157
GO_Biological_Process_2021,regulation of translation (GO:0006417),1/178,0.5918874117207544,0.6065406809764406,0,0,1.125549278091651,0.5902817634935079,IL6,2,0.2277608965180078
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),1/180,0.5959948895695214,0.6102103153808085,0,0,1.1128604480559787,0.57593108520923,IL6,2,0.22475746415451586
GO_Biological_Process_2021,phosphorylation (GO:0016310),2/400,0.5973987497501393,0.6111078119685891,0,0,1.0,0.5151704660209663,GMFG;HCST,2,0.22373569063243234
GO_Biological_Process_2021,antigen receptor-mediated signaling pathway (GO:0050851),1/185,0.606085393723219,0.6194470646606798,0,0,1.0823451910408433,0.5419674580371615,LAT2,2,0.2174661820877342
GO_Biological_Process_2021,ribosome biogenesis (GO:0042254),1/192,0.6197942035221659,0.6328999840371721,0,0,1.042307895711037,0.4986065202419767,RPL38,2,0.20775248971356283
GO_Biological_Process_2021,organelle assembly (GO:0070925),2/425,0.6305454143108514,0.6433117387203141,0,0,0.9396921889323104,0.4333579380415913,CORO1A;RPS23,2,0.20028362840205693
GO_Biological_Process_2021,modification-dependent protein catabolic process (GO:0019941),1/201,0.6367278257975183,0.6481016906308663,0,0,0.9949494949494948,0.4491331261764552,RNF130,2,0.19604617051269804
GO_Biological_Process_2021,ncRNA processing (GO:0034470),1/201,0.6367278257975183,0.6481016906308663,0,0,0.9949494949494948,0.4491331261764552,RPL38,2,0.19604617051269804
GO_Biological_Process_2021,regulation of nucleic acid-templated transcription (GO:1903506),2/430,0.6369178823369773,0.6481016906308663,0,0,0.9284760633225252,0.4188490567086995,CEBPA;SPI1,2,0.19591655753410883
GO_Biological_Process_2021,phosphate-containing compound metabolic process (GO:0006796),1/212,0.656413360813253,0.6673535834934738,0,0,0.9425534970558668,0.3967816231519864,ALDOA,2,0.18282258778284446
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),1/216,0.6633067349218524,0.6737708201353436,0,0,0.9248296922715528,0.3796590033348701,ITGB7,2,0.1782855930460421
GO_Biological_Process_2021,regulation of cell growth (GO:0001558),1/217,0.6650085743924802,0.6743175308144221,0,0,0.9205013093901984,0.3755234288642614,CDC42,2,0.1771727550166955
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),1/217,0.6650085743924802,0.6743175308144221,0,0,0.9205013093901984,0.3755234288642614,ITGB7,2,0.1771727550166955
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),1/219,0.6683867459663929,0.6771505581949733,0,0,0.9119636734315634,0.3674195049496875,IL6,2,0.17497217070373616
GO_Biological_Process_2021,regulation of cellular macromolecule biosynthetic process (GO:2000112),2/468,0.6825874529930235,0.6909335004532002,0,0,0.8510992379784532,0.3250046903937127,CEBPA;SPI1,2,0.16584169898438753
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),1/246,0.7108229973595908,0.7188864345024133,0,0,0.8103483817769532,0.276597695305975,IL6,2,0.14823852984703814
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),2/496,0.7131892587635268,0.7206506982623606,0,0,0.8017020573411551,0.2709820727538622,GMFG;HCST,2,0.14679520629149137
GO_Biological_Process_2021,protein deubiquitination (GO:0016579),1/267,0.74007117960611,0.7471624539751581,0,0,0.745576061365535,0.2244250366238864,ACTB,2,0.13072650807508152
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),1/276,0.7516909944782434,0.7582331267191331,0,0,0.7208448117539027,0.205750699353518,ACTB,2,0.12396065272295281
GO_Biological_Process_2021,plasma membrane bounded cell projection assembly (GO:0120031),1/278,0.7542024964760677,0.7601049507963151,0,0,0.7155672245924953,0.20185749547863,FXYD5,2,0.12251203437539197
GO_Biological_Process_2021,intracellular protein transport (GO:0006886),1/336,0.8170438874523874,0.8227227328908054,0,0,0.5899291421679481,0.1192025382658096,STX3,2,0.08775461474484017
GO_Biological_Process_2021,post-translational protein modification (GO:0043687),1/345,0.8252508234001115,0.8302653683339662,0,0,0.5742306788818416,0.1102912866326305,IL6,2,0.08341403367690392
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process (GO:0006511),1/354,0.8330931306732685,0.8374283941459828,0,0,0.5593327038086245,0.1021396564084433,RNF130,2,0.07930644652034932
GO_Biological_Process_2021,protein transport (GO:0015031),1/369,0.8453966150669691,0.8490595120126665,0,0,0.5361220904699165,0.0900413806333399,STX3,2,0.07293949540063606
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",3/948,0.858791849123422,0.8617660200294771,0,0,0.6203567337587956,0.0944361016159379,IL4;CEBPA;SPI1,2,0.06611208614719918
GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122),2/684,0.8607456014675545,0.8629793703294947,0,0,0.5750792985816028,0.0862367562841411,IL4;SPI1,2,0.06512518792418968
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),8/2206,0.874074438206616,0.8755853706840692,0,0,0.7003204494204217,0.0942559453697138,PLAC8;IL4;CEBPA;IL6;CSRP3;SPI1;OSM;GATA2,2,0.05845158026517484
GO_Biological_Process_2021,nervous system development (GO:0007399),1/447,0.8962756190766917,0.8970496049308166,0,0,0.440594283643611,0.0482482916013791,ITM2B,2,0.04755841730503989
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",6/2244,0.9741684012015586,0.9741684012015586,0,0,0.5037362386629399,0.0131833283392288,IL4;CEBPA;IL6;SPI1;NCF1;GATA2,2,0.0113659616112647
KEGG_2019_Mouse,SRP-dependent cotranslational protein targeting to membrane (GO:0006614),14/90,1.5706545365613512e-17,1.2680070579640582e-14,0,0,42.46266829865361,1642.984846068823,RPL4;RPL21;RPL13A;RPL35A;RPS15A;RPL18A;RPS19;RPL27A;RPLP2;RPS11;RPL39;RPS13;RPS24;SEC63,3,16.80391932696745
KEGG_2019_Mouse,cotranslational protein targeting to membrane (GO:0006613),14/94,2.980040089222228e-17,1.2680070579640582e-14,0,0,40.33139534883721,1534.6906521793246,RPL4;RPL21;RPL13A;RPL35A;RPS15A;RPL18A;RPS19;RPL27A;RPLP2;RPS11;RPL39;RPS13;RPS24;SEC63,3,16.525777893503985
KEGG_2019_Mouse,protein targeting to ER (GO:0045047),14/103,1.1347407991035735e-16,3.2188814001238043e-14,0,0,36.236477658740526,1330.420727547317,RPL4;RPL21;RPL13A;RPL35A;RPS15A;RPS19;RPL18A;RPL27A;RPLP2;RPS11;RPL39;RPS24;RPS13;SEC63,3,15.945103329990486
KEGG_2019_Mouse,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",13/113,1.3880694264852251e-14,2.953117704847317e-12,0,0,29.58620689655172,944.0448975199024,RPL4;RPL21;RPL13A;RPL35A;RPS15A;RPS19;RPL18A;RPL27A;RPLP2;RPS11;RPL39;RPS24;RPS13,3,13.857588811413311
KEGG_2019_Mouse,cytoplasmic translation (GO:0002181),12/93,3.688875302661331e-14,6.2784657651295845e-12,0,0,33.36531986531987,1032.0183607976169,RPL4;RPS15A;RPL18A;RPS19;RPL21;RPL27A;RPL13A;RPL35A;RPS11;RPL39;RPS13;RPS24,3,13.433106025250671
KEGG_2019_Mouse,peptide biosynthetic process (GO:0043043),14/162,7.171952382849714e-14,1.0172219129675176e-11,0,0,21.725958516656192,657.5581512781173,RPL4;RPL21;RPL13A;RPL35A;EEF1A1;RPS15A;RPS19;RPL18A;RPL27A;RPLP2;RPS11;RPL39;RPS24;RPS13,3,13.144362602536273
KEGG_2019_Mouse,nuclear-transcribed mRNA catabolic process (GO:0000956),13/171,3.0720839166501467e-12,3.5165859736555095e-10,0,0,18.670595082205732,494.9325500935467,RPL4;RPL21;RPL13A;RPL35A;RPS15A;RPS19;RPL18A;RPL27A;RPLP2;RPS11;RPL39;RPS24;RPS13,3,11.512566925346146
KEGG_2019_Mouse,translation (GO:0006412),14/214,3.3058387531426648e-12,3.5165859736555095e-10,0,0,16.03488372093023,423.887456973097,RPL4;RPL21;RPL13A;RPL35A;EEF1A1;RPS15A;RPS19;RPL18A;RPL27A;RPLP2;RPS11;RPL39;RPS24;RPS13,3,11.480718333561972
KEGG_2019_Mouse,cellular macromolecule biosynthetic process (GO:0034645),15/314,4.738631174654538e-11,4.480639032923346e-09,0,0,11.5685618729097,275.0158086660312,RPL4;RPL21;RPL13A;RPL35A;EEF1A1;RPS15A;RPS19;RPL18A;RPL27A;RPLP2;RPS11;RPL39;PTMA;RPS24;RPS13,3,10.32434709274517
KEGG_2019_Mouse,gene expression (GO:0010467),15/356,2.73866547207793e-10,2.3306043167383187e-08,0,0,10.1219596342936,222.86915541651516,RPL4;RPL21;RPL13A;RPL35A;EEF1A1;RPS15A;RPS19;RPL18A;RPL27A;RPLP2;RPS11;RPL39;PTMA;RPS24;RPS13,3,9.562461013566933
KEGG_2019_Mouse,rRNA metabolic process (GO:0016072),10/162,8.512128274472943e-09,6.585291965069522e-07,0,0,14.435672514619885,268.2404018173252,RPL4;RPL21;RPS19;RPL18A;RPL27A;RPL13A;RPL35A;RPLP2;RPL39;RPS24,3,8.069961840350247
KEGG_2019_Mouse,rRNA processing (GO:0006364),10/173,1.5984711822713666e-08,1.1335824800941109e-06,0,0,13.45398773006135,241.5210512275778,RPL4;RPL21;RPS19;RPL18A;RPL27A;RPL13A;RPL35A;RPLP2;RPL39;RPS24,3,7.79629518891581
KEGG_2019_Mouse,cellular protein metabolic process (GO:0044267),14/417,2.0446867020553908e-08,1.338483371883952e-06,0,0,7.875757400888684,139.44371993705784,RPL4;RPL21;RPL13A;RPL35A;EEF1A1;RPS15A;RPS19;RPL18A;RPL27A;RPLP2;RPS11;RPL39;RPS24;RPS13,3,7.689373227506127
KEGG_2019_Mouse,ribosome biogenesis (GO:0042254),10/192,4.304764295793659e-08,2.6166817255145733e-06,0,0,12.037851037851038,204.17349018289852,RPL4;RPL21;RPS19;RPL18A;RPL27A;RPL13A;RPL35A;RPLP2;RPL39;RPS24,3,7.366050623034621
KEGG_2019_Mouse,ncRNA processing (GO:0034470),10/201,6.63059431781749e-08,3.761757176308457e-06,0,0,11.465386852821409,189.51122224974844,RPL4;RPL21;RPS19;RPL18A;RPL27A;RPL13A;RPL35A;RPLP2;RPL39;RPS24,3,7.178447542880176
KEGG_2019_Mouse,B cell receptor signaling pathway (GO:0050853),5/34,7.005822036110875e-07,3.726221595456472e-05,0,0,36.063520871143375,511.06892537274086,CD79B;CD79A;IGLL1;CD19;BLNK,3,6.15454089895048
KEGG_2019_Mouse,positive regulation of leukocyte differentiation (GO:1902107),3/8,6.669353467633975e-06,0.0003338599882915596,0,0,123.0618556701031,1466.6496741086537,XRCC6;HMGB1;LGALS9,3,5.175916264891288
KEGG_2019_Mouse,lymphocyte differentiation (GO:0030098),5/84,6.37964752715953e-05,0.0030161555808959,0,0,13.205196535642903,127.55972408735752,CD79B;CD79A;BLNK;TCF3;SOX4,3,4.195203315203333
KEGG_2019_Mouse,positive regulation of dendritic cell differentiation (GO:2001200),2/5,0.0002450871709985121,0.0099989398474088,0,0,135.35374149659864,1125.3170126751409,HMGB1;LGALS9,3,3.6106794211443836
KEGG_2019_Mouse,positive regulation of gamma-delta T cell activation (GO:0046645),2/5,0.0002450871709985121,0.0099989398474088,0,0,135.35374149659864,1125.3170126751409,LEF1;SOX4,3,3.6106794211443836
KEGG_2019_Mouse,B cell differentiation (GO:0030183),4/61,0.0002467423464107934,0.0099989398474088,0,0,14.505116959064328,120.49641294473822,CD79B;CD79A;BLNK;TCF3,3,3.6077563096334426
KEGG_2019_Mouse,antigen receptor-mediated signaling pathway (GO:0050851),6/185,0.00033516449135692714,0.0129647719156702,0,0,7.032330916438845,56.264899971539016,CD79B;CD79A;IGLL1;INPP5D;CD19;BLNK,3,3.4747419984684
KEGG_2019_Mouse,regulation of B cell activation (GO:0050864),3/28,0.00036282137198050867,0.0134243907632788,0,0,24.587628865979383,194.773359177925,IGLL1;CD19;MZB1,3,3.440307138756852
KEGG_2019_Mouse,positive regulation of immune effector process (GO:0002699),3/32,0.0005414210691078273,0.019197888742115,0,0,21.191965872733736,159.39141404206077,RPS19;MYB;LGALS9,3,3.2664648479019953
KEGG_2019_Mouse,positive regulation of interleukin-12 production (GO:0032735),3/34,0.0006484839479590657,0.0220743935885265,0,0,19.822746923844363,145.51627376631131,IL16;HMGB1;LGALS9,3,3.1881007696170354
KEGG_2019_Mouse,T-helper 1 type immune response (GO:0042088),2/9,0.000870867194754317,0.0275344252158664,0,0,57.99708454810496,408.6486795613659,LEF1;HMGB1,3,3.0600480688533214
KEGG_2019_Mouse,B cell activation (GO:0042113),4/85,0.0008735951596103323,0.0275344252158664,0,0,10.194958847736626,71.80200933754972,CD79B;CD79A;BLNK;TCF3,3,3.0586897809584164
KEGG_2019_Mouse,positive regulation of inflammatory response (GO:0050729),4/89,0.0010375176629096,0.0315331261120052,0,0,9.713235294117649,66.73890423440267,RPS19;PDE2A;MGST2;IL16,3,2.9840045010362286
KEGG_2019_Mouse,V(D)J recombination (GO:0033151),2/11,0.0013218400851343,0.0387891693948031,0,0,45.10430839002267,298.984305122014,HMGB1;TCF3,3,2.8788210821760836
KEGG_2019_Mouse,regulation of dendritic cell differentiation (GO:2001198),2/12,0.0015810451022911,0.04484897940166,0,0,40.59183673469388,261.8039188938469,HMGB1;LGALS9,3,2.801055740822531
KEGG_2019_Mouse,"negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)",2/13,0.0018624280503563,0.0495289459641648,0,0,36.89981447124304,231.94759321375395,HMGB1;LGALS9,3,2.7299204959954024
KEGG_2019_Mouse,regulation of interleukin-5 production (GO:0032674),2/13,0.0018624280503563,0.0495289459641648,0,0,36.89981447124304,231.94759321375395,LEF1;LGALS9,3,2.7299204959954024
KEGG_2019_Mouse,regulation of interleukin-12 production (GO:0032655),3/51,0.0021222963043568,0.0542078279763532,0,0,12.791237113402062,78.73334684431502,IL16;HMGB1;LGALS9,3,2.673193982186025
KEGG_2019_Mouse,T-helper cell differentiation (GO:0042093),2/14,0.0021657651600423,0.0542078279763532,0,0,33.82312925170068,207.5042741698455,LEF1;HMGB1,3,2.6643886369198735
KEGG_2019_Mouse,regulation of interleukin-13 production (GO:0032656),2/16,0.0028374149918175,0.0670733377232436,0,0,28.988338192419825,170.01259891772904,LEF1;LGALS9,3,2.547077140948638
KEGG_2019_Mouse,positive regulation by host of viral transcription (GO:0043923),2/16,0.0028374149918175,0.0670733377232436,0,0,28.988338192419825,170.01259891772904,LEF1;SMARCA4,3,2.547077140948638
KEGG_2019_Mouse,ribonucleoprotein complex biogenesis (GO:0022613),3/60,0.0033760739560196,0.077649700988451,0,0,10.766684753119913,61.27365293527066,RPS19;RPL35A;RPS24,3,2.4715880483202515
KEGG_2019_Mouse,double-strand break repair via nonhomologous end joining (GO:0006303),3/62,0.0037044719565665,0.08083347782149,0,0,10.400663987419186,58.22514848728369,XRCC6;DNTT;HMGB1,3,2.431273688546444
KEGG_2019_Mouse,positive regulation of interleukin-1 production (GO:0032732),3/62,0.0037044719565665,0.08083347782149,0,0,10.400663987419186,58.22514848728369,IL16;HMGB1;LGALS9,3,2.431273688546444
KEGG_2019_Mouse,regulation of interleukin-4 production (GO:0032673),2/23,0.0058476195920622,0.1244081068211249,0,0,19.318756073858115,99.33164622370634,LEF1;LGALS9,3,2.2330208874937414
