Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,-log10_p
GO_Biological_Process_2021,modulation by host of viral process (GO:0044788),1/12,0.029598761568907,0.0987261918137094,0,0,36.99257884972171,130.2147194065139,LTF,Late Myeloid,1.5287264597194943
GO_Biological_Process_2021,negative regulation by host of viral process (GO:0044793),1/12,0.029598761568907,0.0987261918137094,0,0,36.99257884972171,130.2147194065139,LTF,Late Myeloid,1.5287264597194943
GO_Biological_Process_2021,lipid transport (GO:0006869),2/109,0.0304216645881743,0.1008205166159368,0,0,7.72702492211838,26.987409356009476,CEACAM1;ABCA13,Late Myeloid,1.5168170262567133
GO_Biological_Process_2021,phosphatidylinositol metabolic process (GO:0046488),2/112,0.031976077624072,0.1028419394385744,0,0,7.515151515151516,25.872917364872013,PLBD1;BMX,Late Myeloid,1.4951748104677034
GO_Biological_Process_2021,regulation of T cell differentiation in thymus (GO:0033081),1/13,0.032026213248763,0.1028419394385744,0,0,33.90816326530612,116.6847899929619,VNN1,Late Myeloid,1.4944944088974865
GO_Biological_Process_2021,antifungal innate immune response (GO:0061760),1/13,0.032026213248763,0.1028419394385744,0,0,33.90816326530612,116.6847899929619,CLEC4D,Late Myeloid,1.4944944088974865
GO_Biological_Process_2021,negative regulation of locomotion (GO:0040013),1/13,0.032026213248763,0.1028419394385744,0,0,33.90816326530612,116.6847899929619,CCDC125,Late Myeloid,1.4944944088974865
GO_Biological_Process_2021,positive regulation of reactive oxygen species biosynthetic process (GO:1903428),1/13,0.032026213248763,0.1028419394385744,0,0,33.90816326530612,116.6847899929619,MMP8,Late Myeloid,1.4944944088974865
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity (GO:0097202),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,NLRC4,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,regulation of vasculogenesis (GO:2001212),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,CEACAM1,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,bone morphogenesis (GO:0060349),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,LTF,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,response to UV-A (GO:0070141),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,MMP9,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,negative regulation of neuroinflammatory response (GO:0150079),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,CD200R1,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,cell junction maintenance (GO:0034331),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,CD177,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,sodium-independent organic anion transport (GO:0043252),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,SLCO4C1,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,negative regulation of T cell mediated immunity (GO:0002710),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,CEACAM1,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,ceramide transport (GO:0035627),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,ABCA13,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,regulation of integrin-mediated signaling pathway (GO:2001044),1/14,0.0344477141698711,0.1041489369931192,0,0,31.298273155416013,105.4223689491126,CD177,Late Myeloid,1.4628395910668823
GO_Biological_Process_2021,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),2/119,0.0357221395623332,0.106471033703321,0,0,7.063034188034188,23.53392133172277,NLRC4;S100A8,Late Myeloid,1.4470625371214694
GO_Biological_Process_2021,negative regulation of cellular component movement (GO:0051271),1/15,0.0368632785936063,0.106471033703321,0,0,29.06122448979592,95.91771596133704,CCDC125,Late Myeloid,1.4334060415588732
GO_Biological_Process_2021,negative regulation of leukocyte mediated cytotoxicity (GO:0001911),1/15,0.0368632785936063,0.106471033703321,0,0,29.06122448979592,95.91771596133704,CEACAM1,Late Myeloid,1.4334060415588732
GO_Biological_Process_2021,superoxide anion generation (GO:0042554),1/15,0.0368632785936063,0.106471033703321,0,0,29.06122448979592,95.91771596133704,CYBB,Late Myeloid,1.4334060415588732
GO_Biological_Process_2021,macrophage differentiation (GO:0030225),1/15,0.0368632785936063,0.106471033703321,0,0,29.06122448979592,95.91771596133704,MMP9,Late Myeloid,1.4334060415588732
GO_Biological_Process_2021,regulation of microglial cell activation (GO:1903978),1/15,0.0368632785936063,0.106471033703321,0,0,29.06122448979592,95.91771596133704,MMP8,Late Myeloid,1.4334060415588732
GO_Biological_Process_2021,peptidyl-arginine modification (GO:0018195),1/15,0.0368632785936063,0.106471033703321,0,0,29.06122448979592,95.91771596133704,PADI4,Late Myeloid,1.4334060415588732
GO_Biological_Process_2021,peptidyl-tyrosine autophosphorylation (GO:0038083),1/15,0.0368632785936063,0.106471033703321,0,0,29.06122448979592,95.91771596133704,BMX,Late Myeloid,1.4334060415588732
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),3/300,0.0390400715124679,0.1074291006334313,0,0,4.223726627981947,13.698249489225711,ITGAM;MMP8;MMP9,Late Myeloid,1.4084893954766124
GO_Biological_Process_2021,cellular response to oxidative stress (GO:0034599),2/125,0.0390617280151273,0.1074291006334313,0,0,6.716463414634147,21.77888563484535,CYBB;MMP9,Late Myeloid,1.408248548277182
GO_Biological_Process_2021,epiboly involved in wound healing (GO:0090505),1/16,0.0392729207344652,0.1074291006334313,0,0,27.122448979591837,87.80133530116419,CEACAM1,Late Myeloid,1.405906798966597
GO_Biological_Process_2021,regulation of Rac protein signal transduction (GO:0035020),1/16,0.0392729207344652,0.1074291006334313,0,0,27.122448979591837,87.80133530116419,KBTBD6,Late Myeloid,1.405906798966597
GO_Biological_Process_2021,negative regulation of epithelial cell differentiation (GO:0030857),1/16,0.0392729207344652,0.1074291006334313,0,0,27.122448979591837,87.80133530116419,MMP9,Late Myeloid,1.405906798966597
GO_Biological_Process_2021,glutamine family amino acid catabolic process (GO:0009065),1/16,0.0392729207344652,0.1074291006334313,0,0,27.122448979591837,87.80133530116419,ARG1,Late Myeloid,1.405906798966597
GO_Biological_Process_2021,negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),1/16,0.0392729207344652,0.1074291006334313,0,0,27.122448979591837,87.80133530116419,CEACAM1,Late Myeloid,1.405906798966597
GO_Biological_Process_2021,negative regulation of platelet activation (GO:0010544),1/16,0.0392729207344652,0.1074291006334313,0,0,27.122448979591837,87.80133530116419,CEACAM1,Late Myeloid,1.405906798966597
GO_Biological_Process_2021,regulation of ERBB signaling pathway (GO:1901184),1/16,0.0392729207344652,0.1074291006334313,0,0,27.122448979591837,87.80133530116419,CEACAM1,Late Myeloid,1.405906798966597
GO_Biological_Process_2021,killing by host of symbiont cells (GO:0051873),1/16,0.0392729207344652,0.1074291006334313,0,0,27.122448979591837,87.80133530116419,CAMP,Late Myeloid,1.405906798966597
GO_Biological_Process_2021,negative regulation of ATPase activity (GO:0032780),1/17,0.0416766547912334,0.1110661367374624,0,0,25.426020408163264,80.79916728086499,LTF,Late Myeloid,1.3801071472903907
GO_Biological_Process_2021,negative regulation of fatty acid metabolic process (GO:0045922),1/17,0.0416766547912334,0.1110661367374624,0,0,25.426020408163264,80.79916728086499,CEACAM1,Late Myeloid,1.3801071472903907
GO_Biological_Process_2021,negative regulation of interleukin-10 production (GO:0032693),1/17,0.0416766547912334,0.1110661367374624,0,0,25.426020408163264,80.79916728086499,MMP8,Late Myeloid,1.3801071472903907
GO_Biological_Process_2021,positive regulation of macrophage activation (GO:0043032),1/17,0.0416766547912334,0.1110661367374624,0,0,25.426020408163264,80.79916728086499,MMP8,Late Myeloid,1.3801071472903907
GO_Biological_Process_2021,regulation of osteoblast proliferation (GO:0033688),1/17,0.0416766547912334,0.1110661367374624,0,0,25.426020408163264,80.79916728086499,LTF,Late Myeloid,1.3801071472903907
GO_Biological_Process_2021,regulation of cell motility (GO:2000145),2/133,0.043691853040543,0.1133657406949508,0,0,6.303753180661578,19.734489511742076,CEACAM1;CCDC125,Late Myeloid,1.3595995357844428
GO_Biological_Process_2021,negative regulation of biosynthetic process (GO:0009890),1/18,0.0440744949316926,0.1133657406949508,0,0,23.92917166866747,74.70385911458476,CEACAM1,Late Myeloid,1.3558126557645607
GO_Biological_Process_2021,negative regulation of cation transmembrane transport (GO:1904063),1/18,0.0440744949316926,0.1133657406949508,0,0,23.92917166866747,74.70385911458476,MMP9,Late Myeloid,1.3558126557645607
GO_Biological_Process_2021,negative regulation of Rho protein signal transduction (GO:0035024),1/18,0.0440744949316926,0.1133657406949508,0,0,23.92917166866747,74.70385911458476,CCDC125,Late Myeloid,1.3558126557645607
GO_Biological_Process_2021,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175),1/18,0.0440744949316926,0.1133657406949508,0,0,23.92917166866747,74.70385911458476,VNN1,Late Myeloid,1.3558126557645607
GO_Biological_Process_2021,phosphatidylinositol acyl-chain remodeling (GO:0036149),1/18,0.0440744949316926,0.1133657406949508,0,0,23.92917166866747,74.70385911458476,PLBD1,Late Myeloid,1.3558126557645607
GO_Biological_Process_2021,regulation of platelet aggregation (GO:0090330),1/18,0.0440744949316926,0.1133657406949508,0,0,23.92917166866747,74.70385911458476,CEACAM1,Late Myeloid,1.3558126557645607
GO_Biological_Process_2021,pyroptosis (GO:0070269),1/19,0.0464664552952436,0.1166172688720435,0,0,22.598639455782312,69.35578082800635,NLRC4,Late Myeloid,1.3328604565168853
GO_Biological_Process_2021,positive regulation of leukocyte activation (GO:0002696),1/19,0.0464664552952436,0.1166172688720435,0,0,22.598639455782312,69.35578082800635,CLEC4D,Late Myeloid,1.3328604565168853
GO_Biological_Process_2021,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176),1/19,0.0464664552952436,0.1166172688720435,0,0,22.598639455782312,69.35578082800635,VNN1,Late Myeloid,1.3328604565168853
GO_Biological_Process_2021,regulation of epithelial cell differentiation (GO:0030856),1/19,0.0464664552952436,0.1166172688720435,0,0,22.598639455782312,69.35578082800635,CEACAM1,Late Myeloid,1.3328604565168853
GO_Biological_Process_2021,negative regulation of T cell receptor signaling pathway (GO:0050860),1/19,0.0464664552952436,0.1166172688720435,0,0,22.598639455782312,69.35578082800635,CEACAM1,Late Myeloid,1.3328604565168853
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),4/546,0.0471837441916468,0.1169294830588349,0,0,3.1137493983635487,9.50847474832882,S100A12;MMP8;S100A8;LTF,Late Myeloid,1.3262075993289288
GO_Biological_Process_2021,regulation of cellular component organization (GO:0051128),2/139,0.0472922793944307,0.1169294830588349,0,0,6.025851581508515,18.3873330672393,CEACAM1;CD177,Late Myeloid,1.3252097533441285
GO_Biological_Process_2021,positive regulation of response to external stimulus (GO:0032103),2/139,0.0472922793944307,0.1169294830588349,0,0,6.025851581508515,18.3873330672393,S100A12;S100A8,Late Myeloid,1.3252097533441285
GO_Biological_Process_2021,regulation of T cell migration (GO:2000404),1/20,0.0488525499820277,0.1169294830588349,0,0,21.40816326530612,64.63014669364038,CD200R1,Late Myeloid,1.3111127622579986
GO_Biological_Process_2021,regulation of tissue remodeling (GO:0034103),1/20,0.0488525499820277,0.1169294830588349,0,0,21.40816326530612,64.63014669364038,CEACAM1,Late Myeloid,1.3111127622579986
GO_Biological_Process_2021,granulocyte differentiation (GO:0030851),1/20,0.0488525499820277,0.1169294830588349,0,0,21.40816326530612,64.63014669364038,CEBPE,Late Myeloid,1.3111127622579986
GO_Biological_Process_2021,negative regulation of osteoclast differentiation (GO:0045671),1/20,0.0488525499820277,0.1169294830588349,0,0,21.40816326530612,64.63014669364038,LTF,Late Myeloid,1.3111127622579986
GO_Biological_Process_2021,positive regulation of protein processing (GO:0010954),1/20,0.0488525499820277,0.1169294830588349,0,0,21.40816326530612,64.63014669364038,NLRC4,Late Myeloid,1.3111127622579986
GO_Biological_Process_2021,toll-like receptor 4 signaling pathway (GO:0034142),1/20,0.0488525499820277,0.1169294830588349,0,0,21.40816326530612,64.63014669364038,ITGAM,Late Myeloid,1.3111127622579986
GO_Biological_Process_2021,mesoderm development (GO:0007498),1/20,0.0488525499820277,0.1169294830588349,0,0,21.40816326530612,64.63014669364038,BMX,Late Myeloid,1.3111127622579986
GO_Biological_Process_2021,nitrogen compound transport (GO:0071705),2/143,0.0497512691479657,0.1185318255737249,0,0,5.8537234042553195,17.565380826397597,TCN1;FLVCR1,Late Myeloid,1.3031958359850326
GO_Biological_Process_2021,purinergic nucleotide receptor signaling pathway (GO:0035590),1/21,0.0512327930672156,0.1193124054763534,0,0,20.336734693877553,60.42807445408675,C3AR1,Late Myeloid,1.2904519669693806
GO_Biological_Process_2021,negative regulation of ion transmembrane transporter activity (GO:0032413),1/21,0.0512327930672156,0.1193124054763534,0,0,20.336734693877553,60.42807445408675,MMP9,Late Myeloid,1.2904519669693806
GO_Biological_Process_2021,cobalamin metabolic process (GO:0009235),1/21,0.0512327930672156,0.1193124054763534,0,0,20.336734693877553,60.42807445408675,TCN1,Late Myeloid,1.2904519669693806
GO_Biological_Process_2021,regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664),1/21,0.0512327930672156,0.1193124054763534,0,0,20.336734693877553,60.42807445408675,LTF,Late Myeloid,1.2904519669693806
GO_Biological_Process_2021,positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707),1/21,0.0512327930672156,0.1193124054763534,0,0,20.336734693877553,60.42807445408675,MMP9,Late Myeloid,1.2904519669693806
GO_Biological_Process_2021,negative regulation of lipid biosynthetic process (GO:0051055),1/22,0.0536071985992547,0.122092165972752,0,0,19.367346938775512,56.67024999786951,CEACAM1,Late Myeloid,1.2707768875084013
GO_Biological_Process_2021,heme biosynthetic process (GO:0006783),1/22,0.0536071985992547,0.122092165972752,0,0,19.367346938775512,56.67024999786951,FLVCR1,Late Myeloid,1.2707768875084013
GO_Biological_Process_2021,tetrapyrrole metabolic process (GO:0033013),1/22,0.0536071985992547,0.122092165972752,0,0,19.367346938775512,56.67024999786951,TCN1,Late Myeloid,1.2707768875084013
GO_Biological_Process_2021,microglial cell activation (GO:0001774),1/22,0.0536071985992547,0.122092165972752,0,0,19.367346938775512,56.67024999786951,ITGAM,Late Myeloid,1.2707768875084013
GO_Biological_Process_2021,osteoclast differentiation (GO:0030316),1/22,0.0536071985992547,0.122092165972752,0,0,19.367346938775512,56.67024999786951,OSCAR,Late Myeloid,1.2707768875084013
GO_Biological_Process_2021,regulation of toll-like receptor 4 signaling pathway (GO:0034143),1/23,0.0559757805878795,0.1251495099905649,0,0,18.4860853432282,53.29235549319145,LTF,Late Myeloid,1.2519998414265567
GO_Biological_Process_2021,glucose 6-phosphate metabolic process (GO:0051156),1/23,0.0559757805878795,0.1251495099905649,0,0,18.4860853432282,53.29235549319145,HK3,Late Myeloid,1.2519998414265567
GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity (GO:2000116),1/23,0.0559757805878795,0.1251495099905649,0,0,18.4860853432282,53.29235549319145,LTF,Late Myeloid,1.2519998414265567
GO_Biological_Process_2021,regulation of interferon-gamma-mediated signaling pathway (GO:0060334),1/23,0.0559757805878795,0.1251495099905649,0,0,18.4860853432282,53.29235549319145,ARG1,Late Myeloid,1.2519998414265567
GO_Biological_Process_2021,glucose catabolic process to pyruvate (GO:0061718),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,HK3,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,negative regulation of lipid metabolic process (GO:0045833),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,CEACAM1,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,canonical glycolysis (GO:0061621),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,HK3,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,immune response-activating cell surface receptor signaling pathway (GO:0002429),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,C3AR1,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,positive regulation of neuron apoptotic process (GO:0043525),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,ITGAM,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,leukotriene metabolic process (GO:0006691),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,CYP4F3,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,positive regulation of protein targeting to membrane (GO:0090314),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,ITGAM,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,"wound healing, spreading of cells (GO:0044319)",1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,CEACAM1,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,phospholipid catabolic process (GO:0009395),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,PLBD1,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,porphyrin-containing compound biosynthetic process (GO:0006779),1/24,0.0583385530130099,0.1251495099905649,0,0,17.68145519077196,50.24171555062859,FLVCR1,Late Myeloid,1.2340443470047993
GO_Biological_Process_2021,negative regulation of antigen receptor-mediated signaling pathway (GO:0050858),1/25,0.0606955298241754,0.1265306004802366,0,0,16.943877551020407,47.47480020477031,CEACAM1,Late Myeloid,1.2168432931781568
GO_Biological_Process_2021,positive regulation of ERBB signaling pathway (GO:1901186),1/25,0.0606955298241754,0.1265306004802366,0,0,16.943877551020407,47.47480020477031,MMP9,Late Myeloid,1.2168432931781568
GO_Biological_Process_2021,glycolytic process through glucose-6-phosphate (GO:0061620),1/25,0.0606955298241754,0.1265306004802366,0,0,16.943877551020407,47.47480020477031,HK3,Late Myeloid,1.2168432931781568
GO_Biological_Process_2021,cardiac conduction system development (GO:0003161),1/25,0.0606955298241754,0.1265306004802366,0,0,16.943877551020407,47.47480020477031,GJB6,Late Myeloid,1.2168432931781568
GO_Biological_Process_2021,regulation of cholesterol transport (GO:0032374),1/25,0.0606955298241754,0.1265306004802366,0,0,16.943877551020407,47.47480020477031,ABCA13,Late Myeloid,1.2168432931781568
GO_Biological_Process_2021,positive regulation of release of cytochrome c from mitochondria (GO:0090200),1/25,0.0606955298241754,0.1265306004802366,0,0,16.943877551020407,47.47480020477031,MMP9,Late Myeloid,1.2168432931781568
GO_Biological_Process_2021,regulation of protein processing (GO:0070613),1/25,0.0606955298241754,0.1265306004802366,0,0,16.943877551020407,47.47480020477031,NLRC4,Late Myeloid,1.2168432931781568
GO_Biological_Process_2021,negative regulation of cell development (GO:0010721),1/26,0.0630467249540435,0.130380627204962,0,0,16.26530612244898,44.95534064809558,LTF,Late Myeloid,1.2003374685092782
GO_Biological_Process_2021,phosphatidylethanolamine acyl-chain remodeling (GO:0036152),1/26,0.0630467249540435,0.130380627204962,0,0,16.26530612244898,44.95534064809558,PLBD1,Late Myeloid,1.2003374685092782
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),2/166,0.0647425290365929,0.1310377624722269,0,0,5.0269308943089435,13.760403766207606,CEACAM1;MMP8,Late Myeloid,1.1888103397622347
GO_Biological_Process_2021,acute inflammatory response (GO:0002526),1/27,0.0653921522588676,0.1310377624722269,0,0,15.638932496075354,42.652889831563165,VNN1,Late Myeloid,1.184474368421492
GO_Biological_Process_2021,negative regulation of cation channel activity (GO:2001258),1/27,0.0653921522588676,0.1310377624722269,0,0,15.638932496075354,42.652889831563165,MMP9,Late Myeloid,1.184474368421492
GO_Biological_Process_2021,cellular lipid catabolic process (GO:0044242),1/27,0.0653921522588676,0.1310377624722269,0,0,15.638932496075354,42.652889831563165,PLBD1,Late Myeloid,1.184474368421492
GO_Biological_Process_2021,cellular response to cadmium ion (GO:0071276),1/27,0.0653921522588676,0.1310377624722269,0,0,15.638932496075354,42.652889831563165,MMP9,Late Myeloid,1.184474368421492
GO_Biological_Process_2021,positive regulation of nitric oxide biosynthetic process (GO:0045429),1/27,0.0653921522588676,0.1310377624722269,0,0,15.638932496075354,42.652889831563165,MMP8,Late Myeloid,1.184474368421492
GO_Biological_Process_2021,positive regulation of toll-like receptor signaling pathway (GO:0034123),1/27,0.0653921522588676,0.1310377624722269,0,0,15.638932496075354,42.652889831563165,LTF,Late Myeloid,1.184474368421492
GO_Biological_Process_2021,monocarboxylic acid catabolic process (GO:0072329),1/27,0.0653921522588676,0.1310377624722269,0,0,15.638932496075354,42.652889831563165,CYP4F3,Late Myeloid,1.184474368421492
GO_Biological_Process_2021,regulation of reactive oxygen species biosynthetic process (GO:1903426),1/28,0.0677318256109869,0.1316441873717301,0,0,15.058956916099774,40.54171043527237,MMP8,Late Myeloid,1.1692072184717057
GO_Biological_Process_2021,amide transport (GO:0042886),1/28,0.0677318256109869,0.1316441873717301,0,0,15.058956916099774,40.54171043527237,ABCA13,Late Myeloid,1.1692072184717057
GO_Biological_Process_2021,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway (GO:0051482),1/28,0.0677318256109869,0.1316441873717301,0,0,15.058956916099774,40.54171043527237,C3AR1,Late Myeloid,1.1692072184717057
GO_Biological_Process_2021,bile acid and bile salt transport (GO:0015721),1/28,0.0677318256109869,0.1316441873717301,0,0,15.058956916099774,40.54171043527237,CEACAM1,Late Myeloid,1.1692072184717057
GO_Biological_Process_2021,negative regulation of oxidative stress-induced cell death (GO:1903202),1/28,0.0677318256109869,0.1316441873717301,0,0,15.058956916099774,40.54171043527237,VNN1,Late Myeloid,1.1692072184717057
GO_Biological_Process_2021,positive regulation of nitric oxide metabolic process (GO:1904407),1/28,0.0677318256109869,0.1316441873717301,0,0,15.058956916099774,40.54171043527237,MMP8,Late Myeloid,1.1692072184717057
GO_Biological_Process_2021,leukocyte cell-cell adhesion (GO:0007159),1/28,0.0677318256109869,0.1316441873717301,0,0,15.058956916099774,40.54171043527237,CD177,Late Myeloid,1.1692072184717057
GO_Biological_Process_2021,protein localization to cell surface (GO:0034394),1/28,0.0677318256109869,0.1316441873717301,0,0,15.058956916099774,40.54171043527237,CD177,Late Myeloid,1.1692072184717057
GO_Biological_Process_2021,positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),2/171,0.0681810821272572,0.1320210466658876,0,0,4.876972386587771,13.097539204308813,S100A12;LTF,Late Myeloid,1.166336110203534
GO_Biological_Process_2021,regulation of protein targeting to membrane (GO:0090313),1/29,0.0700657588372089,0.1322043697767774,0,0,14.520408163265309,38.5999069065122,ITGAM,Late Myeloid,1.1544941700666143
GO_Biological_Process_2021,regulation of T cell mediated cytotoxicity (GO:0001914),1/29,0.0700657588372089,0.1322043697767774,0,0,14.520408163265309,38.5999069065122,CEACAM1,Late Myeloid,1.1544941700666143
GO_Biological_Process_2021,glycolytic process (GO:0006096),1/29,0.0700657588372089,0.1322043697767774,0,0,14.520408163265309,38.5999069065122,HK3,Late Myeloid,1.1544941700666143
GO_Biological_Process_2021,response to cadmium ion (GO:0046686),1/29,0.0700657588372089,0.1322043697767774,0,0,14.520408163265309,38.5999069065122,MMP9,Late Myeloid,1.1544941700666143
GO_Biological_Process_2021,negative regulation of myeloid leukocyte differentiation (GO:0002762),1/29,0.0700657588372089,0.1322043697767774,0,0,14.520408163265309,38.5999069065122,CEACAM1,Late Myeloid,1.1544941700666143
GO_Biological_Process_2021,regulation of fatty acid biosynthetic process (GO:0042304),1/29,0.0700657588372089,0.1322043697767774,0,0,14.520408163265309,38.5999069065122,CEACAM1,Late Myeloid,1.1544941700666143
GO_Biological_Process_2021,lipid catabolic process (GO:0016042),1/29,0.0700657588372089,0.1322043697767774,0,0,14.520408163265309,38.5999069065122,CYP4F3,Late Myeloid,1.1544941700666143
GO_Biological_Process_2021,negative regulation of interleukin-1 production (GO:0032692),1/30,0.0723939657090184,0.1336702866841518,0,0,14.019000703729768,36.80874147674154,CEACAM1,Late Myeloid,1.1402976322627019
GO_Biological_Process_2021,heterotypic cell-cell adhesion (GO:0034113),1/30,0.0723939657090184,0.1336702866841518,0,0,14.019000703729768,36.80874147674154,CD200R1,Late Myeloid,1.1402976322627019
GO_Biological_Process_2021,maintenance of blood-brain barrier (GO:0035633),1/30,0.0723939657090184,0.1336702866841518,0,0,14.019000703729768,36.80874147674154,GJB6,Late Myeloid,1.1402976322627019
GO_Biological_Process_2021,regulation of macrophage activation (GO:0043030),1/30,0.0723939657090184,0.1336702866841518,0,0,14.019000703729768,36.80874147674154,MMP8,Late Myeloid,1.1402976322627019
GO_Biological_Process_2021,phosphatidylcholine acyl-chain remodeling (GO:0036151),1/30,0.0723939657090184,0.1336702866841518,0,0,14.019000703729768,36.80874147674154,PLBD1,Late Myeloid,1.1402976322627019
GO_Biological_Process_2021,plasma membrane invagination (GO:0099024),1/30,0.0723939657090184,0.1336702866841518,0,0,14.019000703729768,36.80874147674154,ITGAM,Late Myeloid,1.1402976322627019
GO_Biological_Process_2021,regulation of immune response (GO:0050776),2/179,0.0738061123878065,0.1357927405853949,0,0,4.654661016949152,12.131506903576025,CD200R1;OSCAR,Late Myeloid,1.1319076697979504
GO_Biological_Process_2021,aminoglycan catabolic process (GO:0006026),1/31,0.0747164600026276,0.1360155275399946,0,0,13.551020408163266,35.15209038871121,CHIT1,Late Myeloid,1.126583712764908
GO_Biological_Process_2021,negative regulation of response to biotic stimulus (GO:0002832),1/31,0.0747164600026276,0.1360155275399946,0,0,13.551020408163266,35.15209038871121,LTF,Late Myeloid,1.126583712764908
GO_Biological_Process_2021,vitamin transport (GO:0051180),1/31,0.0747164600026276,0.1360155275399946,0,0,13.551020408163266,35.15209038871121,TCN1,Late Myeloid,1.126583712764908
GO_Biological_Process_2021,superoxide metabolic process (GO:0006801),1/32,0.0770332554327668,0.1397410282762823,0,0,13.113232389730086,33.61600807740255,CYBB,Late Myeloid,1.1133217484244988
GO_Biological_Process_2021,regulation of sprouting angiogenesis (GO:1903670),1/33,0.0793443657059371,0.1429304427525069,0,0,12.70280612244898,32.18837516559274,CEACAM1,Late Myeloid,1.1004839073426347
GO_Biological_Process_2021,positive regulation of cholesterol transport (GO:0032376),1/33,0.0793443657059371,0.1429304427525069,0,0,12.70280612244898,32.18837516559274,ABCA13,Late Myeloid,1.1004839073426347
GO_Biological_Process_2021,positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742),1/34,0.0816498044624026,0.1460655671524641,0,0,12.317254174397032,30.85861216573232,MMP9,Late Myeloid,1.0880448509885652
GO_Biological_Process_2021,B cell receptor signaling pathway (GO:0050853),1/34,0.0816498044624026,0.1460655671524641,0,0,12.317254174397032,30.85861216573232,BMX,Late Myeloid,1.0880448509885652
GO_Biological_Process_2021,regulation of T cell receptor signaling pathway (GO:0050856),1/35,0.0839495853612937,0.1481294731460371,0,0,11.95438175270108,29.61744503578088,CEACAM1,Late Myeloid,1.0759814445616303
GO_Biological_Process_2021,negative regulation of Ras protein signal transduction (GO:0046580),1/35,0.0839495853612937,0.1481294731460371,0,0,11.95438175270108,29.61744503578088,CCDC125,Late Myeloid,1.0759814445616303
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),1/35,0.0839495853612937,0.1481294731460371,0,0,11.95438175270108,29.61744503578088,ARG1,Late Myeloid,1.0759814445616303
